Name,Author,Version,Branch,ComponentKey,LanguageList,MetricList
darkchess,iaki,1.0.3-SNAPSHOT,master,com.c0nrad.darkchess:darkchess,"[key: cs name: C#, key: css name: CSS, key: flex name: Flex, key: go name: Go, key: web name: HTML, key: jsp name: JSP, key: java name: Java, key: js name: JavaScript, key: kotlin name: Kotlin, key: php name: PHP, key: py name: Python, key: ruby name: Ruby, key: scala name: Scala, key: ts name: TypeScript, key: vbnet name: VB.NET, key: xml name: XML, key: yaml name: YAML]","[new_technical_debt, blocker_violations, bugs, burned_budget, business_value, classes, code_smells, cognitive_complexity, comment_lines, comment_lines_data, comment_lines_density, class_complexity, file_complexity, function_complexity, complexity_in_classes, complexity_in_functions, branch_coverage, new_branch_coverage, conditions_to_cover, new_conditions_to_cover, confirmed_issues, coverage, new_coverage, critical_violations, complexity, last_commit_date, development_cost, new_development_cost, directories, duplicated_blocks, new_duplicated_blocks, duplicated_files, duplicated_lines, duplicated_lines_density, new_duplicated_lines_density, new_duplicated_lines, duplications_data, effort_to_reach_maintainability_rating_a, executable_lines_data, false_positive_issues, file_complexity_distribution, files, function_complexity_distribution, functions, generated_lines, generated_ncloc, info_violations, violations, line_coverage, new_line_coverage, lines, ncloc, ncloc_language_distribution, lines_to_cover, new_lines_to_cover, sqale_rating, new_maintainability_rating, major_violations, minor_violations, ncloc_data, new_blocker_violations, new_bugs, new_code_smells, new_critical_violations, new_info_violations, new_violations, new_lines, new_major_violations, new_minor_violations, new_security_hotspots, new_vulnerabilities, open_issues, quality_profiles, projects, public_api, public_documented_api_density, public_undocumented_api, quality_gate_details, alert_status, reliability_rating, new_reliability_rating, reliability_remediation_effort, new_reliability_remediation_effort, reopened_issues, security_hotspots, security_rating, new_security_rating, security_remediation_effort, new_security_remediation_effort, security_review_rating, skipped_tests, sonarjava_feedback, statements, team_size, sqale_index, sqale_debt_ratio, new_sqale_debt_ratio, uncovered_conditions, new_uncovered_conditions, uncovered_lines, new_uncovered_lines, test_execution_time, test_errors, test_failures, test_success_density, tests, vulnerabilities, wont_fix_issues]"
darkchess,iaki,1.0.3-SNAPSHOT,master,com.c0nrad.darkchess:darkchess:src/main/java/com/c0nrad/darkchess/engine/FogEngine.java,"[key: cs name: C#, key: css name: CSS, key: flex name: Flex, key: go name: Go, key: web name: HTML, key: jsp name: JSP, key: java name: Java, key: js name: JavaScript, key: kotlin name: Kotlin, key: php name: PHP, key: py name: Python, key: ruby name: Ruby, key: scala name: Scala, key: ts name: TypeScript, key: vbnet name: VB.NET, key: xml name: XML, key: yaml name: YAML]","[new_technical_debt, blocker_violations, bugs, burned_budget, business_value, classes, code_smells, cognitive_complexity, comment_lines, comment_lines_data, comment_lines_density, class_complexity, file_complexity, function_complexity, complexity_in_classes, complexity_in_functions, branch_coverage, new_branch_coverage, conditions_to_cover, new_conditions_to_cover, confirmed_issues, coverage, new_coverage, critical_violations, complexity, last_commit_date, development_cost, new_development_cost, directories, duplicated_blocks, new_duplicated_blocks, duplicated_files, duplicated_lines, duplicated_lines_density, new_duplicated_lines_density, new_duplicated_lines, duplications_data, effort_to_reach_maintainability_rating_a, executable_lines_data, false_positive_issues, file_complexity_distribution, files, function_complexity_distribution, functions, generated_lines, generated_ncloc, info_violations, violations, line_coverage, new_line_coverage, lines, ncloc, ncloc_language_distribution, lines_to_cover, new_lines_to_cover, sqale_rating, new_maintainability_rating, major_violations, minor_violations, ncloc_data, new_blocker_violations, new_bugs, new_code_smells, new_critical_violations, new_info_violations, new_violations, new_lines, new_major_violations, new_minor_violations, new_security_hotspots, new_vulnerabilities, open_issues, quality_profiles, projects, public_api, public_documented_api_density, public_undocumented_api, quality_gate_details, alert_status, reliability_rating, new_reliability_rating, reliability_remediation_effort, new_reliability_remediation_effort, reopened_issues, security_hotspots, security_rating, new_security_rating, security_remediation_effort, new_security_remediation_effort, security_review_rating, skipped_tests, sonarjava_feedback, statements, team_size, sqale_index, sqale_debt_ratio, new_sqale_debt_ratio, uncovered_conditions, new_uncovered_conditions, uncovered_lines, new_uncovered_lines, test_execution_time, test_errors, test_failures, test_success_density, tests, vulnerabilities, wont_fix_issues]"
